date,groupes,genre,renouveau,statut,duree,ministre,theme,total
2017-09-12,MODEM,H,nouveaux,attente,1,Ministère des sports,sports,1
2017-09-12,MODEM,H,nouveaux,attente,1,Premier ministre,tourisme et loisirs,1
2017-09-12,MODEM,H,nouveaux,reponse,1,Ministère de l'agriculture et de l'alimentation,agriculture,1
2017-09-12,NG,F,anciens,attente,1,Ministère de l'agriculture et de l'alimentation,environnement,1
2017-09-12,NG,F,anciens,attente,1,Ministère de l'enseignement supérieur, de la recherche et de l'innovation,enseignement supérieur,1
2017-09-12,NG,F,anciens,reponse,1,Ministère des solidarités et de la santé,femmes,1
2017-09-12,NG,H,anciens,attente,1,Ministère de l'action et des comptes publics,assurance complémentaire,1
2017-09-12,NG,H,anciens,attente,1,Secrétariat d'État, auprès du Premier ministre, chargé des personnes handicapées,personnes handicapées,1
2017-09-12,NG,H,anciens,reponse,0,Ministère du travail,emploi et activité,2
2017-09-12,NG,H,anciens,reponse,1,Ministère de la transition écologique et solidaire,énergie et carburants,1
2017-09-12,NI,F,anciens,attente,1,Ministère auprès du ministre d'État, ministre de la transition écologique et solidaire, chargé des transports,transports ferroviaires,1
2017-09-12,NI,F,anciens,attente,1,Ministère de l'action et des comptes publics,retraites : généralités,1
2017-09-12,NI,F,nouveaux,attente,1,Ministère de la justice,justice,1
2017-09-12,NI,F,nouveaux,attente,1,Ministère des armées,fonctionnaires et agents publics,1
2017-09-12,NI,H,anciens,attente,1,Ministère de l'Europe et des affaires étrangères,politique extérieure,1
2017-09-12,NI,H,anciens,attente,1,Ministère de l’intérieur,étrangers,1
2017-09-12,NI,H,anciens,attente,1,Ministère des solidarités et de la santé,maladies,1
2017-09-12,NI,H,anciens,attente,1,Ministère des solidarités et de la santé,pharmacie et médicaments,1
2017-09-12,NI,H,anciens,reponse,0,Ministère des solidarités et de la santé,pharmacie et médicaments,1
2017-09-12,NI,H,anciens,reponse,0,Ministère du travail,emploi et activité,1
2017-09-12,NI,H,nouveaux,attente,1,Ministère de l'éducation nationale,enseignement secondaire,1
2017-09-12,NI,H,nouveaux,attente,1,Ministère de la justice,justice,1
2017-09-12,NI,H,nouveaux,attente,1,Ministère des solidarités et de la santé,emploi et activité,1
2017-09-19,GDR,F,anciens,attente,1,Ministère des solidarités et de la santé,retraites : généralités,1
2017-09-19,GDR,F,anciens,reponse,0,Ministère des solidarités et de la santé,pharmacie et médicaments,1
2017-09-19,GDR,H,anciens,attente,1,Ministère de l'action et des comptes publics,outre-mer,2
2017-09-19,GDR,H,anciens,attente,1,Ministère de l'agriculture et de l'alimentation,outre-mer,1
2017-09-19,GDR,H,anciens,reponse,0,Ministère des solidarités et de la santé,établissements de santé,1
2017-09-19,GDR,H,anciens,reponse,0,Ministère du travail,outre-mer,1
2017-09-19,GDR,H,anciens,reponse,1,Ministère de l'économie et des finances,outre-mer,1
2017-09-19,GDR,H,anciens,reponse,1,Ministère des outre-mer,outre-mer,1
2017-09-19,GDR,H,nouveaux,attente,1,Ministère auprès du ministre d'État, ministre de la transition écologique et solidaire, chargé des transports,transports ferroviaires,1
2017-09-19,GDR,H,nouveaux,attente,1,Ministère de l'économie et des finances,énergie et carburants,1
2017-09-19,GDR,H,nouveaux,attente,1,Ministère de l'éducation nationale,enseignement,2
2017-09-19,GDR,H,nouveaux,attente,1,Ministère des sports,sports,1
2017-09-19,GDR,H,nouveaux,reponse,0,Ministère du travail,emploi et activité,1
2017-09-19,LC,F,nouveaux,attente,1,Ministère auprès du ministre d'État, ministre de la transition écologique et solidaire, chargé des transports,sécurité routière,1
2017-09-19,LC,H,anciens,attente,1,Ministère de l'action et des comptes publics,outre-mer,1
2017-09-19,LC,H,anciens,attente,1,Ministère de l’intérieur,sécurité des biens et des personnes,1
2017-09-19,LC,H,anciens,attente,1,Ministère des solidarités et de la santé,sports,1
2017-09-19,LC,H,nouveaux,attente,1,Ministère de l'éducation nationale,enseignement,1
2017-09-19,LC,H,nouveaux,attente,1,Ministère des solidarités et de la santé,pharmacie et médicaments,2
2017-09-19,LC,H,nouveaux,attente,1,Ministère des solidarités et de la santé,santé,1
2017-09-19,LFI,F,nouveaux,attente,1,Ministère de l'action et des comptes publics,ministères et secrétariats d'État,1
2017-09-19,LFI,H,nouveaux,attente,1,Ministère des solidarités et de la santé,sports,1
2017-09-19,LFI,H,nouveaux,reponse,0,Ministère du travail,emploi et activité,1
2017-09-19,LR,F,anciens,attente,1,Ministère de l’intérieur,police,1
2017-09-19,LR,F,anciens,attente,1,Ministère de la justice,professions libérales,1
2017-09-19,LR,F,anciens,attente,1,Ministère des solidarités et de la santé,santé,1
2017-09-19,LR,F,nouveaux,attente,1,Ministère de l'agriculture et de l'alimentation,agriculture,1
2017-09-19,LR,F,nouveaux,attente,1,Ministère des solidarités et de la santé,établissements de santé,1
2017-09-19,LR,F,nouveaux,attente,1,Ministère des solidarités et de la santé,pharmacie et médicaments,1
2017-09-19,LR,F,nouveaux,reponse,0,Ministère des solidarités et de la santé,pharmacie et médicaments,1
2017-09-19,LR,H,anciens,attente,1,Ministère de l'action et des comptes publics,fonctionnaires et agents publics,1
2017-09-19,LR,H,anciens,attente,1,Ministère de l'action et des comptes publics,impôts et taxes,2
2017-09-19,LR,H,anciens,attente,1,Ministère de l'agriculture et de l'alimentation,agriculture,1
2017-09-19,LR,H,anciens,attente,1,Ministère de l'économie et des finances,commerce et artisanat,1
2017-09-19,LR,H,anciens,attente,1,Ministère de l'économie et des finances,ministères et secrétariats d'État,1
2017-09-19,LR,H,anciens,attente,1,Ministère de l'économie et des finances,professions et activités immobilières,1
2017-09-19,LR,H,anciens,attente,1,Ministère de l'éducation nationale,personnes handicapées,1
2017-09-19,LR,H,anciens,attente,1,Ministère de l'enseignement supérieur, de la recherche et de l'innovation,enseignement supérieur,1
2017-09-19,LR,H,anciens,attente,1,Ministère de l’intérieur,gendarmerie,1
2017-09-19,LR,H,anciens,attente,1,Ministère de l’intérieur,sécurité routière,1
2017-09-19,LR,H,anciens,attente,1,Ministère de la justice,famille,1
2017-09-19,LR,H,anciens,attente,1,Ministère de la justice,lieux de privation de liberté,1
2017-09-19,LR,H,anciens,attente,1,Ministère des solidarités et de la santé,animaux,1
2017-09-19,LR,H,anciens,attente,1,Ministère des solidarités et de la santé,santé,1
2017-09-19,LR,H,anciens,attente,1,Secrétariat d'État, auprès du Premier ministre, chargé des personnes handicapées,personnes handicapées,2
2017-09-19,LR,H,anciens,reponse,0,Ministère des solidarités et de la santé,pharmacie et médicaments,1
2017-09-19,LR,H,anciens,reponse,0,Ministère du travail,emploi et activité,1
2017-09-19,LR,H,anciens,reponse,1,Ministère des armées,défense,1
2017-09-19,LR,H,nouveaux,attente,1,Ministère de l'action et des comptes publics,collectivités territoriales,1
2017-09-19,LR,H,nouveaux,attente,1,Ministère de l'action et des comptes publics,taxe sur la valeur ajoutée,1
2017-09-19,LR,H,nouveaux,attente,1,Ministère de l'agriculture et de l'alimentation,agriculture,1
2017-09-19,LR,H,nouveaux,attente,1,Ministère de l'économie et des finances,impôts et taxes,1
2017-09-19,LR,H,nouveaux,attente,1,Ministère de l’intérieur,ordre public,2
2017-09-19,LR,H,nouveaux,attente,1,Ministère de la transition écologique et solidaire,automobiles,1
2017-09-19,LR,H,nouveaux,attente,1,Ministère de la transition écologique et solidaire,énergie et carburants,1
2017-09-19,LR,H,nouveaux,attente,1,Ministère de la transition écologique et solidaire,montagne,1
2017-09-19,LR,H,nouveaux,attente,1,Ministère de la transition écologique et solidaire,télécommunications,1
2017-09-19,LR,H,nouveaux,attente,1,Ministère des solidarités et de la santé,pharmacie et médicaments,1
2017-09-19,LR,H,nouveaux,attente,1,Ministère des sports,sports,1
2017-09-19,LR,H,nouveaux,attente,1,Ministère du travail,personnes handicapées,1
2017-09-19,LR,H,nouveaux,reponse,0,Ministère des solidarités et de la santé,pharmacie et médicaments,2
2017-09-19,LR,H,nouveaux,reponse,0,Ministère du travail,emploi et activité,1
2017-09-19,LREM,F,anciens,attente,1,Ministère de l'économie et des finances,consommation,1
2017-09-19,LREM,F,nouveaux,attente,1,Ministère de l'agriculture et de l'alimentation,agriculture,3
2017-09-19,LREM,F,nouveaux,attente,1,Ministère de l'économie et des finances,assurance maladie maternité,1
2017-09-19,LREM,F,nouveaux,attente,1,Ministère de l'économie et des finances,jeux et paris,1
2017-09-19,LREM,F,nouveaux,attente,1,Ministère de l’intérieur,catastrophes naturelles,1
2017-09-19,LREM,F,nouveaux,attente,1,Ministère de l’intérieur,papiers d'identité,1
2017-09-19,LREM,F,nouveaux,attente,1,Ministère de la culture,arts et spectacles,1
2017-09-19,LREM,F,nouveaux,attente,1,Ministère de la culture,énergie et carburants,1
2017-09-19,LREM,F,nouveaux,attente,1,Ministère de la culture,patrimoine culturel,1
2017-09-19,LREM,F,nouveaux,attente,1,Ministère de la justice,justice,2
2017-09-19,LREM,F,nouveaux,attente,1,Ministère de la transition écologique et solidaire,agriculture,2
2017-09-19,LREM,F,nouveaux,attente,1,Ministère de la transition écologique et solidaire,énergie et carburants,4
2017-09-19,LREM,F,nouveaux,attente,1,Ministère des armées,ordre public,1
2017-09-19,LREM,F,nouveaux,attente,1,Ministère des solidarités et de la santé,déchéances et incapacités,1
2017-09-19,LREM,F,nouveaux,attente,1,Ministère des solidarités et de la santé,maladies,1
2017-09-19,LREM,F,nouveaux,attente,1,Ministère des solidarités et de la santé,professions de santé,1
2017-09-19,LREM,F,nouveaux,attente,1,Ministère des solidarités et de la santé,santé,1
2017-09-19,LREM,F,nouveaux,attente,1,Ministère du travail,enseignement,1
2017-09-19,LREM,F,nouveaux,attente,1,Ministère du travail,formation professionnelle et apprentissage,1
2017-09-19,LREM,F,nouveaux,attente,1,Secrétariat d'État, auprès de la ministre des armées,décorations, insignes et emblèmes,1
2017-09-19,LREM,F,nouveaux,reponse,0,Ministère des solidarités et de la santé,pharmacie et médicaments,1
2017-09-19,LREM,F,nouveaux,reponse,1,Ministère de l'agriculture et de l'alimentation,animaux,1
2017-09-19,LREM,H,anciens,attente,1,Ministère de l'action et des comptes publics,associations et fondations,1
2017-09-19,LREM,H,anciens,attente,1,Ministère de l'éducation nationale,enseignement,1
2017-09-19,LREM,H,anciens,attente,1,Ministère de la cohésion des territoires,environnement,1
2017-09-19,LREM,H,nouveaux,attente,1,Ministère de l'agriculture et de l'alimentation,agriculture,1
2017-09-19,LREM,H,nouveaux,attente,1,Ministère de l'agriculture et de l'alimentation,produits dangereux,1
2017-09-19,LREM,H,nouveaux,attente,1,Ministère de l’intérieur,sécurité routière,1
2017-09-19,LREM,H,nouveaux,attente,1,Ministère de l’intérieur,tourisme et loisirs,1
2017-09-19,LREM,H,nouveaux,attente,1,Ministère de la cohésion des territoires,communes,1
2017-09-19,LREM,H,nouveaux,attente,1,Ministère de la cohésion des territoires,environnement,1
2017-09-19,LREM,H,nouveaux,attente,1,Ministère de la cohésion des territoires,logement,1
2017-09-19,LREM,H,nouveaux,attente,1,Ministère de la transition écologique et solidaire,animaux,1
2017-09-19,LREM,H,nouveaux,attente,1,Ministère de la transition écologique et solidaire,logement,1
2017-09-19,LREM,H,nouveaux,attente,1,Ministère des solidarités et de la santé,alcools et boissons alcoolisées,1
2017-09-19,LREM,H,nouveaux,attente,1,Ministère des solidarités et de la santé,établissements de santé,1
2017-09-19,LREM,H,nouveaux,attente,1,Ministère des solidarités et de la santé,pharmacie et médicaments,1
2017-09-19,LREM,H,nouveaux,attente,1,Ministère des solidarités et de la santé,santé,4
2017-09-19,LREM,H,nouveaux,attente,1,Secrétariat d'État, auprès du ministre de la cohésion des territoires,urbanisme,1
2017-09-19,LREM,H,nouveaux,attente,1,Secrétariat d'État, auprès du Premier ministre, chargé du numérique,Internet,1
2017-09-19,LREM,H,nouveaux,reponse,0,Ministère des solidarités et de la santé,pharmacie et médicaments,1
2017-09-19,LREM,H,nouveaux,reponse,1,Ministère des solidarités et de la santé,professions de santé,1
2017-09-19,MODEM,F,nouveaux,attente,1,Ministère auprès du ministre d'État, ministre de la transition écologique et solidaire, chargé des transports,nuisances,1
2017-09-19,MODEM,F,nouveaux,attente,1,Ministère de l’intérieur,catastrophes naturelles,1
2017-09-19,MODEM,F,nouveaux,attente,1,Secrétariat d'État, auprès du Premier ministre, chargé des personnes handicapées,personnes handicapées,1
2017-09-19,MODEM,H,nouveaux,attente,1,Ministère de l'éducation nationale,enseignement,1
2017-09-19,MODEM,H,nouveaux,attente,1,Ministère de l'Europe et des affaires étrangères,outre-mer,1
2017-09-19,MODEM,H,nouveaux,attente,1,Ministère de l’intérieur,outre-mer,1
2017-09-19,MODEM,H,nouveaux,attente,1,Ministère de la cohésion des territoires,outre-mer,1
2017-09-19,MODEM,H,nouveaux,attente,1,Ministère des solidarités et de la santé,santé,1
2017-09-19,MODEM,H,nouveaux,attente,1,Secrétariat d'État, auprès du Premier ministre, chargé des personnes handicapées,politique sociale,1
2017-09-19,NG,F,anciens,attente,1,Ministère des solidarités et de la santé,médecine,1
2017-09-19,NG,F,anciens,attente,1,Ministère des solidarités et de la santé,sécurité sociale,1
2017-09-19,NG,H,anciens,attente,1,Ministère de l'action et des comptes publics,finances publiques,1
2017-09-19,NG,H,anciens,attente,1,Ministère de l'action et des comptes publics,fonction publique territoriale,2
2017-09-19,NG,H,anciens,attente,1,Ministère de l'action et des comptes publics,jeux et paris,1
2017-09-19,NG,H,anciens,attente,1,Ministère de l'agriculture et de l'alimentation,agriculture,1
2017-09-19,NG,H,anciens,attente,1,Ministère de l'éducation nationale,enseignement,4
2017-09-19,NG,H,anciens,attente,1,Ministère de l’intérieur,sécurité routière,1
2017-09-19,NG,H,anciens,attente,1,Ministère de la culture,arts et spectacles,1
2017-09-19,NG,H,anciens,attente,1,Ministère de la transition écologique et solidaire,pollution,1
2017-09-19,NG,H,anciens,attente,1,Ministère des solidarités et de la santé,sang et organes humains,1
2017-09-19,NG,H,anciens,attente,1,Ministère des sports,associations et fondations,1
2017-09-19,NG,H,anciens,attente,1,Ministère du travail,sécurité des biens et des personnes,1
2017-09-19,NG,H,anciens,reponse,0,Ministère des solidarités et de la santé,pharmacie et médicaments,1
2017-09-19,NG,H,nouveaux,attente,1,Ministère de la culture,culture,1
2017-09-19,NI,F,anciens,reponse,1,Ministère des solidarités et de la santé,femmes,2
2017-09-19,NI,F,nouveaux,attente,1,Ministère de l'agriculture et de l'alimentation,agriculture,1
2017-09-19,NI,F,nouveaux,attente,1,Ministère de l'éducation nationale,enseignement,1
2017-09-19,NI,F,nouveaux,attente,1,Ministère de l'Europe et des affaires étrangères,politique extérieure,1
2017-09-19,NI,F,nouveaux,attente,1,Ministère de l’intérieur,étrangers,1
2017-09-19,NI,H,anciens,attente,1,Ministère de l'action et des comptes publics,impôts et taxes,1
2017-09-19,NI,H,anciens,attente,1,Ministère de l'économie et des finances,finances publiques,1
2017-09-19,NI,H,anciens,attente,1,Ministère de l'économie et des finances,retraites : régimes autonomes et spéciaux,1
2017-09-19,NI,H,anciens,attente,1,Ministère de l'enseignement supérieur, de la recherche et de l'innovation,recherche et innovation,1
2017-09-19,NI,H,anciens,attente,1,Ministère de l’intérieur,papiers d'identité,1
2017-09-19,NI,H,anciens,attente,1,Ministère de la cohésion des territoires,aménagement du territoire,1
2017-09-19,NI,H,anciens,attente,1,Ministère de la transition écologique et solidaire,déchets,1
2017-09-19,NI,H,anciens,attente,1,Premier ministre,catastrophes naturelles,1
2017-09-26,GDR,F,anciens,attente,1,Ministère de l'économie et des finances,ministères et secrétariats d'État,1
2017-09-26,GDR,F,anciens,attente,1,Ministère de l'éducation nationale,enseignement maternel et primaire,1
2017-09-26,GDR,H,anciens,attente,1,Ministère de la transition écologique et solidaire,catastrophes naturelles,1
2017-09-26,GDR,H,anciens,attente,1,Ministère de la transition écologique et solidaire,outre-mer,1
2017-09-26,GDR,H,anciens,reponse,1,Ministère des outre-mer,outre-mer,1
2017-09-26,GDR,H,nouveaux,attente,1,Ministère des solidarités et de la santé,personnes handicapées,1
2017-09-26,LC,F,nouveaux,attente,1,Ministère de la transition écologique et solidaire,agriculture,1
2017-09-26,LC,H,anciens,attente,1,Ministère de l'action et des comptes publics,impôts et taxes,1
2017-09-26,LC,H,anciens,attente,1,Ministère de l’intérieur,mort et décès,1
2017-09-26,LC,H,anciens,attente,1,Ministère de l’intérieur,papiers d'identité,1
2017-09-26,LC,H,anciens,attente,1,Ministère de la transition écologique et solidaire,énergie et carburants,1
2017-09-26,LC,H,anciens,attente,1,Secrétariat d'État, auprès du Premier ministre, chargé de l'égalité entre les femmes et les hommes,outre-mer,1
2017-09-26,LC,H,anciens,reponse,0,Ministère du travail,emploi et activité,1
2017-09-26,LC,H,nouveaux,attente,1,Ministère auprès du ministre d'État, ministre de la transition écologique et solidaire, chargé des transports,transports routiers,1
2017-09-26,LC,H,nouveaux,attente,1,Ministère de l'action et des comptes publics,impôts et taxes,1
2017-09-26,LC,H,nouveaux,attente,1,Ministère de l'Europe et des affaires étrangères,politique extérieure,1
2017-09-26,LC,H,nouveaux,attente,1,Ministère de l’intérieur,sécurité des biens et des personnes,1
2017-09-26,LC,H,nouveaux,attente,1,Ministère de l’intérieur,sécurité routière,1
2017-09-26,LC,H,nouveaux,attente,1,Ministère des solidarités et de la santé,politique sociale,1
2017-09-26,LC,H,nouveaux,attente,1,Ministère des solidarités et de la santé,sécurité sociale,1
2017-09-26,LC,H,nouveaux,attente,1,Secrétariat d'État, auprès du ministre d'État, ministre de la transition écologique et solidaire,commerce extérieur,1
2017-09-26,LC,H,nouveaux,attente,1,Secrétariat d'État, auprès du Premier ministre, chargé de l'égalité entre les femmes et les hommes,égalité des sexes et parité,1
2017-09-26,LC,H,nouveaux,reponse,0,Ministère de l'action et des comptes publics,emploi et activité,1
2017-09-26,LFI,F,nouveaux,attente,1,Ministère de l'éducation nationale,enseignement secondaire,1
2017-09-26,LFI,F,nouveaux,attente,1,Ministère de l’intérieur,étrangers,1
2017-09-26,LFI,F,nouveaux,attente,1,Ministère de la cohésion des territoires,logement,1
2017-09-26,LFI,F,nouveaux,reponse,0,Ministère du travail,emploi et activité,1
2017-09-26,LFI,H,nouveaux,attente,1,Ministère de l'éducation nationale,enseignement,2
2017-09-26,LFI,H,nouveaux,attente,1,Ministère de l'enseignement supérieur, de la recherche et de l'innovation,logement,1
2017-09-26,LFI,H,nouveaux,attente,1,Ministère de la transition écologique et solidaire,biodiversité,1
2017-09-26,LFI,H,nouveaux,attente,1,Ministère des solidarités et de la santé,santé,1
2017-09-26,LFI,H,nouveaux,attente,1,Ministère du travail,pollution,1
2017-09-26,LFI,H,nouveaux,attente,1,Ministère du travail,professions de santé,1
2017-09-26,LR,F,anciens,attente,1,Ministère de l'éducation nationale,enseignement maternel et primaire,1
2017-09-26,LR,F,anciens,attente,1,Ministère de l’intérieur,sécurité routière,2
2017-09-26,LR,F,anciens,attente,1,Ministère de la transition écologique et solidaire,énergie et carburants,1
2017-09-26,LR,F,anciens,attente,1,Premier ministre,personnes âgées,1
2017-09-26,LR,F,nouveaux,attente,1,Ministère de l'agriculture et de l'alimentation,agriculture,1
2017-09-26,LR,F,nouveaux,attente,1,Ministère de la culture,impôts et taxes,1
2017-09-26,LR,F,nouveaux,reponse,0,Ministère des solidarités et de la santé,femmes,1
2017-09-26,LR,F,nouveaux,reponse,0,Ministère des solidarités et de la santé,santé,1
2017-09-26,LR,H,anciens,attente,1,Ministère de l'action et des comptes publics,énergie et carburants,1
2017-09-26,LR,H,anciens,attente,1,Ministère de l'action et des comptes publics,impôt de solidarité sur la fortune,2
2017-09-26,LR,H,anciens,attente,1,Ministère de l'action et des comptes publics,impôts et taxes,6
2017-09-26,LR,H,anciens,attente,1,Ministère de l'agriculture et de l'alimentation,agriculture,3
2017-09-26,LR,H,anciens,attente,1,Ministère de l'éducation nationale,enseignement,1
2017-09-26,LR,H,anciens,attente,1,Ministère de l’intérieur,eau et assainissement,1
2017-09-26,LR,H,anciens,attente,1,Ministère de l’intérieur,élections et référendums,1
2017-09-26,LR,H,anciens,attente,1,Ministère de l’intérieur,sécurité des biens et des personnes,1
2017-09-26,LR,H,anciens,attente,1,Ministère de l’intérieur,sécurité routière,1
2017-09-26,LR,H,anciens,attente,1,Ministère de la cohésion des territoires,collectivités territoriales,1
2017-09-26,LR,H,anciens,attente,1,Ministère de la cohésion des territoires,ruralité,1
2017-09-26,LR,H,anciens,attente,1,Ministère de la cohésion des territoires,urbanisme,1
2017-09-26,LR,H,anciens,attente,1,Ministère de la transition écologique et solidaire,animaux,1
2017-09-26,LR,H,anciens,attente,1,Ministère de la transition écologique et solidaire,eau et assainissement,1
2017-09-26,LR,H,anciens,attente,1,Ministère de la transition écologique et solidaire,santé,1
2017-09-26,LR,H,anciens,attente,1,Ministère du travail,tourisme et loisirs,1
2017-09-26,LR,H,anciens,attente,1,Secrétariat d'État, auprès du Premier ministre, chargé des personnes handicapées,personnes handicapées,1
2017-09-26,LR,H,anciens,reponse,0,Ministère des solidarités et de la santé,femmes,1
2017-09-26,LR,H,anciens,reponse,0,Ministère des solidarités et de la santé,pharmacie et médicaments,2
2017-09-26,LR,H,anciens,reponse,0,Ministère du travail,emploi et activité,1
2017-09-26,LR,H,nouveaux,attente,1,Ministère de l'action et des comptes publics,associations et fondations,1
2017-09-26,LR,H,nouveaux,attente,1,Ministère de l'action et des comptes publics,impôt de solidarité sur la fortune,1
2017-09-26,LR,H,nouveaux,attente,1,Ministère de l'action et des comptes publics,impôts et taxes,4
2017-09-26,LR,H,nouveaux,attente,1,Ministère de l'agriculture et de l'alimentation,agriculture,1
2017-09-26,LR,H,nouveaux,attente,1,Ministère de l'économie et des finances,chambres consulaires,1
2017-09-26,LR,H,nouveaux,attente,1,Ministère de l'éducation nationale,enseignement,1
2017-09-26,LR,H,nouveaux,attente,1,Ministère de l'enseignement supérieur, de la recherche et de l'innovation,enseignement supérieur,1
2017-09-26,LR,H,nouveaux,attente,1,Ministère de l’intérieur,élus,1
2017-09-26,LR,H,nouveaux,attente,1,Ministère de l’intérieur,sécurité routière,1
2017-09-26,LR,H,nouveaux,attente,1,Ministère de la justice,enfants,1
2017-09-26,LR,H,nouveaux,attente,1,Ministère des solidarités et de la santé,dépendance,1
2017-09-26,LR,H,nouveaux,attente,1,Ministère des solidarités et de la santé,professions de santé,1
2017-09-26,LR,H,nouveaux,attente,1,Ministère des solidarités et de la santé,santé,2
2017-09-26,LR,H,nouveaux,attente,1,Ministère des solidarités et de la santé,sécurité sociale,2
2017-09-26,LR,H,nouveaux,attente,1,Secrétariat d'État, auprès de la ministre des armées,anciens combattants et victimes de guerre,2
2017-09-26,LR,H,nouveaux,reponse,0,Ministère des solidarités et de la santé,femmes,1
2017-09-26,LR,H,nouveaux,reponse,0,Ministère des solidarités et de la santé,pharmacie et médicaments,1
2017-09-26,LR,H,nouveaux,reponse,0,Ministère des solidarités et de la santé,sang et organes humains,1
2017-09-26,LR,H,nouveaux,reponse,1,Ministère du travail,emploi et activité,1
2017-09-26,LREM,F,anciens,attente,1,Premier ministre,État,1
2017-09-26,LREM,F,nouveaux,attente,1,Ministère de l'action et des comptes publics,communes,1
2017-09-26,LREM,F,nouveaux,attente,1,Ministère de l'agriculture et de l'alimentation,agriculture,1
2017-09-26,LREM,F,nouveaux,attente,1,Ministère de l'économie et des finances,impôts et taxes,2
2017-09-26,LREM,F,nouveaux,attente,1,Ministère de l'économie et des finances,urbanisme,1
2017-09-26,LREM,F,nouveaux,attente,1,Ministère de l'Europe et des affaires étrangères,politique extérieure,1
2017-09-26,LREM,F,nouveaux,attente,1,Ministère de l’intérieur,étrangers,1
2017-09-26,LREM,F,nouveaux,attente,1,Ministère de l’intérieur,gens du voyage,1
2017-09-26,LREM,F,nouveaux,attente,1,Ministère de l’intérieur,sécurité des biens et des personnes,1
2017-09-26,LREM,F,nouveaux,attente,1,Ministère de la cohésion des territoires,aménagement du territoire,1
2017-09-26,LREM,F,nouveaux,attente,1,Ministère de la justice,état civil,1
2017-09-26,LREM,F,nouveaux,attente,1,Ministère de la transition écologique et solidaire,énergie et carburants,1
2017-09-26,LREM,F,nouveaux,attente,1,Ministère des solidarités et de la santé,famille,1
2017-09-26,LREM,F,nouveaux,attente,1,Ministère des solidarités et de la santé,logement,1
2017-09-26,LREM,F,nouveaux,attente,1,Ministère des solidarités et de la santé,pharmacie et médicaments,1
2017-09-26,LREM,F,nouveaux,attente,1,Ministère des solidarités et de la santé,prestations familiales,1
2017-09-26,LREM,F,nouveaux,attente,1,Ministère des solidarités et de la santé,professions de santé,1
2017-09-26,LREM,F,nouveaux,attente,1,Ministère des solidarités et de la santé,retraites : généralités,1
2017-09-26,LREM,F,nouveaux,attente,1,Ministère des solidarités et de la santé,santé,3
2017-09-26,LREM,F,nouveaux,attente,1,Secrétariat d'État, auprès du Premier ministre, chargé des personnes handicapées,personnes handicapées,1
2017-09-26,LREM,F,nouveaux,reponse,0,Ministère des solidarités et de la santé,sang et organes humains,1
2017-09-26,LREM,H,anciens,attente,1,Ministère auprès du ministre d'État, ministre de la transition écologique et solidaire, chargé des transports,voirie,1
2017-09-26,LREM,H,anciens,attente,1,Ministère de l'économie et des finances,assurances,1
2017-09-26,LREM,H,anciens,attente,1,Ministère de l’intérieur,collectivités territoriales,1
2017-09-26,LREM,H,anciens,attente,1,Ministère de la justice,droit pénal,1
2017-09-26,LREM,H,anciens,attente,1,Ministère des solidarités et de la santé,assurance maladie maternité,1
2017-09-26,LREM,H,anciens,attente,1,Ministère des solidarités et de la santé,enseignement secondaire,1
2017-09-26,LREM,H,anciens,attente,1,Ministère des solidarités et de la santé,maladies,1
2017-09-26,LREM,H,anciens,attente,1,Ministère des solidarités et de la santé,personnes âgées,1
2017-09-26,LREM,H,anciens,attente,1,Ministère des solidarités et de la santé,personnes handicapées,1
2017-09-26,LREM,H,anciens,attente,1,Ministère des solidarités et de la santé,pharmacie et médicaments,1
2017-09-26,LREM,H,anciens,attente,1,Ministère des solidarités et de la santé,sang et organes humains,1
2017-09-26,LREM,H,anciens,attente,1,Ministère des solidarités et de la santé,santé,1
2017-09-26,LREM,H,anciens,attente,1,Ministère des solidarités et de la santé,tourisme et loisirs,1
2017-09-26,LREM,H,anciens,attente,1,Secrétariat d'État, auprès du Premier ministre, chargé des personnes handicapées,personnes handicapées,1
2017-09-26,LREM,H,anciens,attente,1,Secrétariat d'État, auprès du Premier ministre, chargé du numérique,numérique,1
2017-09-26,LREM,H,nouveaux,attente,1,Ministère auprès du ministre d'État, ministre de la transition écologique et solidaire, chargé des transports,voirie,1
2017-09-26,LREM,H,nouveaux,attente,1,Ministère de l'agriculture et de l'alimentation,agriculture,1
2017-09-26,LREM,H,nouveaux,attente,1,Ministère de l'agriculture et de l'alimentation,bois et forêts,2
2017-09-26,LREM,H,nouveaux,attente,1,Ministère de l'agriculture et de l'alimentation,produits dangereux,1
2017-09-26,LREM,H,nouveaux,attente,1,Ministère de l'économie et des finances,commerce et artisanat,1
2017-09-26,LREM,H,nouveaux,attente,1,Ministère de l'économie et des finances,État,1
2017-09-26,LREM,H,nouveaux,attente,1,Ministère de l'économie et des finances,impôt sur les sociétés,1
2017-09-26,LREM,H,nouveaux,attente,1,Ministère de l'éducation nationale,enfants,1
2017-09-26,LREM,H,nouveaux,attente,1,Ministère de l'éducation nationale,enseignement,2
2017-09-26,LREM,H,nouveaux,attente,1,Ministère de l'éducation nationale,enseignement secondaire,1
2017-09-26,LREM,H,nouveaux,attente,1,Ministère de l'enseignement supérieur, de la recherche et de l'innovation,recherche et innovation,1
2017-09-26,LREM,H,nouveaux,attente,1,Ministère de l'Europe et des affaires étrangères,politique extérieure,2
2017-09-26,LREM,H,nouveaux,attente,1,Ministère de l’intérieur,papiers d'identité,1
